"","case_number","cmte_id","cmte_name","report_type","report_year","fine_amount","office","state","district","cand_name","late_filed_not_filed","paid_yes_no","line_image","end_line_image","timestamp"
"2473",2602,"C00499426","VINSKO FOR CONGRESS","Q3",2012,250,"H","PA",11,"VINSKO, BILL","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692524+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692558+0","26-AUG-18"
"2474",2603,"C00497404","WENONA FOR ARIZONA","Q3",2012,540,"H","AZ",1,"BALDENEGRO, WENONA RAE BENALLY","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683759+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683793+0","26-AUG-18"
"2475",2604,"C00511287","WILSON 2012","Q3",2012,825,"H","NY",18,"WILSON, THOMAS","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692436+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692476+0","26-AUG-18"
"2476",2605,"C00460758","FRIENDS OF SHARRON ANGLE","48H",2010,25725,"S","NV",0,"ANGLE, SHARRON E","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683434+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683459+0","26-AUG-18"
"2477",2606,"C00130658","AMERICAN CONSERVATIVE UNION","Q3",2012,1650,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683021+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683040+0","26-AUG-18"
"2478",2607,"C00506592","COMMITTEE TO ELECT WENDY ROSEN FOR CONGRESS","Q3",2012,4400,"H","MD",1,"ROSEN, WENDY W","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693856+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693881+0","26-AUG-18"
"2479",2608,"C00495259","IMMIGRATION911,  LLC","Q3",2012,1400,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683569+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683592+0","26-AUG-18"
"2480",2609,"C00426320","LIBERTARIAN PARTY OF INDIANA","Q3",2012,2800,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683042+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683059+0","26-AUG-18"
"2481",2610,"C00293100","NATL ASSN OF ALCOHOLISM/DRUG ABUSE COUNSELORS POLITICAL ACTION COMMITTEE","Q3",2012,337,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683061+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683080+0","26-AUG-18"
"2482",2611,"C00131706","PIPEFITTERS LOCAL UNION #524","Q3",2012,320,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683082+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683101+0","26-AUG-18"
"2483",2612,"C00513366","STRENGTH AND LIBERTY PAC","Q3",2012,3300,"","",NA,"","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684304+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684333+0","26-AUG-18"
"2484",2613,"C00488387","TRI-STATE MAXED-OUT WOMEN","Q3",2012,1430,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683103+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683122+0","26-AUG-18"
"2485",2614,"C00389981","MONTEREY COUNTY REPUBLICAN CENTRAL COMMITTEE (FED.)","M10",2012,990,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683124+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683139+0","26-AUG-18"
"2486",2615,"C00176388","TEXAS INDUSTRIES INC POLITICAL ACTION COMM","M10",2012,0,"","",NA,"","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690168+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690200+0","26-AUG-18"
"2487",2616,"C00514513","PITTENGER FOR CONGRESS LLC","48H",2012,31010,"H","NC",9,"PITTENGER, ROBERT M THE HONORABLE","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683141+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683157+0","26-AUG-18"
"2488",2617,"C00474114","LIBERATORE FOR CONGRESS-2012","48H",2012,20330,"H","CA",8,"LIBERATORE, PHILIP LAURENCE","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690813+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690854+0","26-AUG-18"
"2489",2618,"C00512970","JOE KENNEDY FOR CONGRESS","48H",2012,2550,"H","MA",4,"KENNEDY, JOSEPH P III","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683795+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683816+0","26-AUG-18"
"2490",2619,"C00506592","COMMITTEE TO ELECT WENDY ROSEN FOR CONGRESS","12G",2012,112,"H","MD",1,"ROSEN, WENDY W","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693883+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693904+0","26-AUG-18"
"2491",2620,"C00511451","JOHN HERNANDEZ FOR CONGRESS 2012","12G",2012,505,"H","CA",21,"HERNANDEZ, JOHN STEPHEN","L","P","http://docquery.fec.gov/cgi-bin/fecimg/?_14092694201+0","http://docquery.fec.gov/cgi-bin/fecimg/?_14092694225+0","26-AUG-18"
"2492",2621,"C00413096","KANSANS FOR HUELSKAMP","12G",2012,1072,"H","KS",1,"HUELSKAMP, TIMOTHY A REP.","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690202+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690241+0","26-AUG-18"
"2493",2622,"C00514489","KENNETH SANDERS FOR CONGRESS COMMITTEE","12G",2012,225,"H","TX",6,"SANDERS, KENNETH","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683594+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683610+0","26-AUG-18"
"2494",2623,"C00515866","MACGOVERN FOR US SENATE","12G",2012,480,"S","VT",0,"MACGOVERN, JOHN","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683612+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683629+0","26-AUG-18"
"2495",2624,"C00492371","RANDALL TERRY FOR PRESIDENT CAMPAIGN COMMITTEE","12G",2012,5500,"P","US",0,"TERRY, RANDALL A","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683631+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683648+0","26-AUG-18"
"2496",2625,"C00511220","ROSEANNE FOR PRESIDENT 2012","12G",2012,550,"P","US",0,"BARR, ROSEANNE","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684335+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684356+0","26-AUG-18"
"2497",2626,"C00212787","DEMOCRATIC PARTY OF HAWAII","12G",2012,5500,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683650+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683666+0","26-AUG-18"
"2498",2627,"C00004606","KANSAS REPUBLICAN PARTY","12G",2012,3300,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_14092694412+0","http://docquery.fec.gov/cgi-bin/fecimg/?_14092694435+0","26-AUG-18"
"2499",2628,"C00233353","AD ALLIANCE","12G",2012,125,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683668+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683684+0","26-AUG-18"
"2500",2629,"C00250407","SOUTHERN NUCLEAR OPERATING COMPANY, INC. PAC","12G",2012,825,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683686+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683702+0","26-AUG-18"
"2501",2630,"C00521989","ALEX PIRES FOR U S SENATE","30G",2012,3850,"S","DE",0,"PIRES, ALEXANDER J JR","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690736+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690771+0","26-AUG-18"
"2502",2631,"C00506592","COMMITTEE TO ELECT WENDY ROSEN FOR CONGRESS","30G",2012,330,"H","MD",1,"ROSEN, WENDY W","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693906+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693927+0","26-AUG-18"
"2503",2632,"C00473710","FRIENDS OF LIBERTY FOR JESSICA","30G",2012,550,"H","TX",34,"PUENTE BRADSHAW, JESSICA","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_14092694178+0","http://docquery.fec.gov/cgi-bin/fecimg/?_14092694199+0","26-AUG-18"
"2504",2633,"C00498311","IMUS FOR CONGRESS","30G",2012,990,"H","CA",8,"IMUS, GREGG","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683704+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092683721+0","26-AUG-18"
"2505",2634,"C00512228","SCOLLO FOR CONGRESS","30G",2012,2970,"H","PA",10,"SCOLLO, PHILIP","N","P","http://docquery.fec.gov/cgi-bin/fecimg/?_15092701319+0","http://docquery.fec.gov/cgi-bin/fecimg/?_15092701357+0","26-AUG-18"
"2506",2635,"C00509588","SHELDON FOR CONGRESS","30G",2012,380,"H","MA",9,"SHELDON, CHRISTOPHER","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684358+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684379+0","26-AUG-18"
"2507",2636,"C00515114","GARCIA FOR CONGRESS","48H",2012,15220,"H","TX",33,"GARCIA, DOMINGO ALBERTO","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_14092694869+0","http://docquery.fec.gov/cgi-bin/fecimg/?_14092694906+0","26-AUG-18"
"2508",2637,"C00462853","DOHENY FOR CONGRESS","48H",2012,20110,"H","NY",21,"DOHENY, MATTHEW A","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693046+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693102+0","26-AUG-18"
"2509",2639,"C00498709","19TH STAR PAC INC; THE","12G",2012,660,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684034+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684065+0","26-AUG-18"
"2510",2640,"C00471169","ALEXION PHARMACEUTICALS INC. PAC","12G",2012,550,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684067+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684098+0","26-AUG-18"
"2511",2641,"C00518191","ARIZONA PIPE TRADES LOCAL 469 PAC","12G",2012,9900,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684100+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684131+0","26-AUG-18"
"2512",2642,"C00280743","ASSOCIATION OF AMERICAN RAILROADS POLITICAL ACTION COMMITTEE (RAILPAC)","12G",2012,550,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684133+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684164+0","26-AUG-18"
"2513",2643,"C00470690","BLACKBOARD INC POLITICAL ACTION COMMITTEE","12G",2012,660,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693165+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693206+0","26-AUG-18"
"2514",2644,"C00409789","BLESSEY MARINE SERVICE, INC. POLITICAL ACTION COMMITTEE","12G",2012,550,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684166+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684197+0","26-AUG-18"
"2515",2645,"C00270967","CAPITAL BLUEPAC, THE POLITICAL ACTION COMMITTEE OF CAPITAL BLUECROSS","12G",2012,550,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684381+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684412+0","26-AUG-18"
"2516",2646,"C00389429","CALPORTLAND COMPANY POLITICAL ACTION COMMITTEE (CPCC-PAC)","12G",2012,990,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684414+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684445+0","26-AUG-18"
"2517",2647,"C00420125","CHIANG PATEL AND YERBY INC PAC","12G",2012,825,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684447+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684478+0","26-AUG-18"
"2518",2648,"C00455600","COMMONWEALTH-ALTADIS, INC. EMPLOYEE PAC","12G",2012,825,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684480+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684511+0","26-AUG-18"
"2519",2649,"C00383976","COMMUNITY ONCOLOGY ALLIANCE PAC","12G",2012,550,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684513+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684544+0","26-AUG-18"
"2520",2650,"C00409458","CONSERVATIVE OPPORTUNITIES FOR A NEW AMERICA PAC","12G",2012,990,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684546+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684577+0","26-AUG-18"
"2521",2651,"C00497131","PURPOSE PAC","12G",2012,990,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684579+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684610+0","26-AUG-18"
"2522",2652,"C00468009","EDWARDS WILDMAN PAC INC","12G",2012,1400,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684612+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684643+0","26-AUG-18"
"2523",2653,"C00196089","ESOP PAC","12G",2012,550,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684645+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684676+0","26-AUG-18"
"2524",2654,"C00307777","FREEDOM CLUB FEDERAL PAC","12G",2012,990,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684678+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684709+0","26-AUG-18"
"2525",2655,"C00011189","GLASS MOLDERS POTTERY PLASTICS & ALLIED WORKERS INTERNATIONAL UNION - POLITICAL ED LEAG","12G",2012,660,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690909+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690944+0","26-AUG-18"
"2526",2656,"C00263723","GREAT-WEST LIFE & ANNUITY INSURANCE COMPANY POLITICAL ACTION COMMITTEE ('A GREAT-WEST FINANCIAL POLITICAL ACTION COMMITTEE')","12G",2012,660,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690946+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690981+0","26-AUG-18"
"2527",2657,"C00492538","LIBERTY & PROSPERITY PAC","12G",2012,990,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684711+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684942+0","26-AUG-18"
"2528",2658,"C00426809","MADISON PAC; THE","12G",2012,660,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684944+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684975+0","26-AUG-18"
"2529",2659,"C00208322","MANAGEMENT AND TRAINING CORPORATION POLITICAL ACTION COMMITTEE","12G",2012,990,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092684977+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092685008+0","26-AUG-18"
"2530",2660,"C00043463","MANUFACTURED HOUSING INSTITUTE PAC","12G",2012,3300,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690003+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690034+0","26-AUG-18"
"2531",2661,"C00188011","NATIONAL TANK TRUCK CARRIERS INC POLITICAL ACTION COMMITTEE","12G",2012,550,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692194+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692254+0","26-AUG-18"
"2532",2662,"C00450916","ASURION LLC POLITICAL ACTION COMMITTEE (ASURION PAC)","12G",2012,825,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690036+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690067+0","26-AUG-18"
"2533",2663,"C00228106","PPL CORPORATION PEOPLE FOR GOOD GOVERNMENT","12G",2012,1400,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690069+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690100+0","26-AUG-18"
"2534",2664,"C00141572","RIGHT TO LIFE/OREGON PAC","12G",2012,550,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690102+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690133+0","26-AUG-18"
"2535",2665,"C00010793","THE LOOSE GROUP","12G",2012,990,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690135+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690166+0","26-AUG-18"
"2536",2666,"C00385732","TO ORGANIZE A MAJORITY PAC (TOMPAC)","12G",2012,1400,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690243+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690274+0","26-AUG-18"
"2537",2667,"C00335091","TRANSPORTATION INTERMEDIARIES ASSOCIATION'S TIAPAC","12G",2012,0,"","",NA,"","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690276+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690317+0","26-AUG-18"
"2538",2668,"C00361949","TRIUMPH GROUP INC PAC","12G",2012,990,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690319+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690350+0","26-AUG-18"
"2539",2669,"C00508341","WALTER ENERGY INC FEDERAL POLTICAL ACTION COMMITTEE","12G",2012,1400,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690983+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092691018+0","26-AUG-18"
"2540",2670,"C00236596","WORLD ALLIANCE FOR ISRAEL POLITICAL ACTION COMMITTEE","12G",2012,990,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690352+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690383+0","26-AUG-18"
"2541",2671,"C00420125","CHIANG PATEL AND YERBY INC PAC","30G",2012,312,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690421+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690445+0","26-AUG-18"
"2542",2672,"C00422352","CLEAN ENERGY PAC OF IBERDROLA RENEWABLES, INC.","30G",2012,990,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690447+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690471+0","26-AUG-18"
"2543",2673,"C00451518","CROWE PAC","30G",2012,140,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690473+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690497+0","26-AUG-18"
"2544",2674,"C00468009","EDWARDS WILDMAN PAC INC","30G",2012,550,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690499+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690523+0","26-AUG-18"
"2545",2675,"C00163956","INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 15 A B C D POLITICAL ACTION COMMITTEE","30G",2012,640,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692256+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692296+0","26-AUG-18"
"2546",2676,"C00495259","IMMIGRATION911,  LLC","30G",2012,687,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690525+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690549+0","26-AUG-18"
"2547",2677,"C00354613","INT LONGSHOREMENS ASSOC (ILA) LOCAL 1291 POLITICAL ACTION COMMITTEE","30G",2012,412,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690551+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690575+0","26-AUG-18"
"2548",2678,"C00417717","KENTUCKY FORWARD PAC","30G",2012,550,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690577+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690604+0","26-AUG-18"
"2549",2679,"C00426320","LIBERTARIAN PARTY OF INDIANA","30G",2012,962,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690606+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690630+0","26-AUG-18"
"2550",2680,"C00357905","LOUISIANA SHERIFFS AND DEPUTIES POLITICAL ACTION COMMITTEE","30G",2012,185,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690632+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690656+0","26-AUG-18"
"2551",2681,"C00426809","MADISON PAC; THE","30G",2012,195,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690658+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690682+0","26-AUG-18"
"2552",2682,"C00188011","NATIONAL TANK TRUCK CARRIERS INC POLITICAL ACTION COMMITTEE","30G",2012,250,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692298+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692355+0","26-AUG-18"
"2553",2683,"C00040857","OAKLAND COUNTY DEMOCRATIC PARTY","30G",2012,7562,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_15092700884+0","http://docquery.fec.gov/cgi-bin/fecimg/?_15092700927+0","26-AUG-18"
"2554",2684,"C00137794","PLUMBERS AND PIPEFITTERS LOCAL UNION #25 FEDERAL POLITICAL ACTION COMMITTEE FUND","30G",2012,145,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693104+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693145+0","26-AUG-18"
"2555",2685,"C00405233","SONOMA COUNTY DEMOCRATIC CENTRAL COMMITTEE","30G",2012,155,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693208+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693248+0","26-AUG-18"
"2556",2686,"C00466011","TRUST WOMEN PAC","30G",2012,3712,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_14092694062+0","http://docquery.fec.gov/cgi-bin/fecimg/?_14092694090+0","26-AUG-18"
"2557",2687,"C00446674","WESTERN SUGAR COOPERATIVE PAC","30G",2012,160,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690684+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690708+0","26-AUG-18"
"2558",2688,"C00424150","WOMEN'S CAMPAIGN FUND PAC (WCF PAC)","30G",2012,3080,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690710+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092690734+0","26-AUG-18"
"2559",2689,"C00424788","AMBULATORY SURGERY CENTER ASSOCIATION PAC (ASCAPAC)","YE",2012,115,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092691020+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092691059+0","26-AUG-18"
"2560",2690,"C00436360","AMEDISYS, INC. POLITICAL ACTION COMMITTEE","YE",2012,340,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092691061+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092691100+0","26-AUG-18"
"2561",2691,"C00102764","AMERICAN CHIROPRACTIC ASSOCIATION POLITICAL ACTION COMMITTEE","YE",2012,215,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092691102+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092691141+0","26-AUG-18"
"2562",2692,"C00511980","ANDREI FOR ARIZONA","YE",2012,0,"H","AZ",9,"CHERNY, ANDREI","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092691143+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092691181+0","26-AUG-18"
"2563",2693,"C00499491","ANDREW HUGHES FOR CONGRESS","YE",2012,256,"H","WA",7,"HUGHES, ANDREW IFITS","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092691183+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092691222+0","26-AUG-18"
"2564",2694,"C00507442","BARBARA CARLSON FOR US CONGRESS COMMITTEE","YE",2012,0,"H","TX",22,"CARLSON, BARBARA J","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092691224+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092691262+0","26-AUG-18"
"2565",2695,"C00504068","BARNES FOR CONGRESS","YE",2012,550,"H","MN",3,"BARNES, BRIAN PATRICK","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092691264+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092691303+0","26-AUG-18"
"2566",2696,"C00503177","BETTE GRANDE FOR CONGRESS","YE",2012,550,"H","ND",0,"GRANDE, BETTE B","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092691305+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092691344+0","26-AUG-18"
"2567",2697,"C00501411","BRAD BOOKOUT FOR CONGRESS","YE",2012,250,"H","IN",6,"BOOKOUT, BRADLEY T","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692668+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692710+0","26-AUG-18"
"2568",2698,"C00371211","BRAD MILLER FOR UNITED STATES CONGRESS","YE",2012,0,"H","NC",13,"MILLER, RALPH BRAD MR","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693796+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092693854+0","26-AUG-18"
"2569",2699,"C00513788","BRAD MORRIS FOR CONGRESS","YE",2012,250,"H","MS",1,"MORRIS, BRAD","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692712+0","http://docquery.fec.gov/cgi-bin/fecimg/?_13092692754+0","26-AUG-18"
"2570",2700,"C00510834","CANDACE DUVAL FOR CONGRESS","YE",2012,250,"H","TX",21,"DUVAL, CANDACE","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_14092694437+0","http://docquery.fec.gov/cgi-bin/fecimg/?_14092694479+0","26-AUG-18"
